Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,created_at
45,No,Non-Travel,1150.571429,Sales,26,3,Marketing,1,1612,1,Male,151.3909774,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,31/01/2026
31,No,Travel_Frequently,1028.666667,Sales,2,4,Other,1,1613,4,Male,135.3508772,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3,10/11/2025
36,No,Travel_Rarely,591.4761905,Research & Development,12,4,Life Sciences,1,1614,3,Female,77.82581454,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1,19/12/2025
34,No,Travel_Frequently,809.5238095,Research & Development,10,4,Life Sciences,1,1615,3,Male,106.5162907,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2,9/12/2025
49,No,Travel_Rarely,1052.47619,Research & Development,25,4,Life Sciences,1,1617,3,Female,138.4837093,3,1,Laboratory Technician,1,Married,3211,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4,22/12/2025
39,No,Travel_Rarely,182.6190476,Research & Development,10,5,Medical,1,1618,2,Male,24.02882206,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,28/01/2026
27,No,Travel_Rarely,775.7142857,Research & Development,19,3,Other,1,1619,4,Male,102.0676692,2,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7,25/11/2025
35,No,Travel_Rarely,1252.952381,Research & Development,18,5,Life Sciences,1,1621,2,Male,164.8621554,4,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10,16/01/2026
28,No,Travel_Rarely,974.2857143,Research & Development,27,3,Medical,1,1622,2,Female,128.1954887,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,9/02/2026
21,No,Travel_Rarely,1238.52381,Research & Development,5,1,Medical,1,1623,3,Male,162.9636591,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,16/11/2025
18,Yes,Travel_Frequently,877.1428571,Sales,3,2,Medical,1,1624,2,Female,115.4135338,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0,9/11/2025
47,No,Travel_Rarely,248.5714286,Human Resources,26,4,Life Sciences,1,1625,4,Female,32.70676692,3,5,Manager,3,Married,19658,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0,15/11/2025
39,No,Travel_Rarely,490.5714286,Research & Development,3,2,Medical,1,1627,3,Male,64.54887218,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,16/12/2025
40,No,Travel_Rarely,1228.571429,Research & Development,15,3,Life Sciences,1,1628,1,Female,161.6541353,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,5/02/2026
35,No,Non-Travel,583.3333333,Research & Development,8,4,Life Sciences,1,1630,3,Female,76.75438596,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,20/12/2025
37,No,Travel_Rarely,1261.571429,Research & Development,19,3,Life Sciences,1,1631,3,Male,165.9962406,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,25/12/2025
39,No,Travel_Frequently,149.5238095,Research & Development,4,3,Medical,1,1633,1,Female,19.67418546,3,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8,13/12/2025
45,No,Travel_Rarely,256.5714286,Research & Development,2,2,Other,1,1635,4,Female,33.7593985,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,24/11/2025
38,No,Travel_Rarely,676.1428571,Research & Development,2,2,Medical,1,1638,4,Female,88.96616541,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2,22/11/2025
35,Yes,Travel_Rarely,1025.238095,Sales,10,3,Medical,1,1639,4,Male,134.8997494,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,18/01/2026
37,No,Travel_Rarely,473.952381,Research & Development,10,3,Medical,1,1640,2,Female,62.36215539,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,7/11/2025
40,No,Travel_Rarely,949.9047619,Research & Development,16,3,Life Sciences,1,1641,3,Female,124.9874687,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,8/01/2026
44,No,Travel_Frequently,500.1428571,Human Resources,1,5,Human Resources,1,1642,1,Male,65.80827068,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,25/11/2025
48,No,Travel_Frequently,266.7619048,Research & Development,4,5,Medical,1,1644,3,Male,35.10025063,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,31/01/2026
35,Yes,Travel_Rarely,1052.285714,Sales,15,2,Medical,1,1645,1,Male,138.4586466,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2,25/11/2025
24,No,Travel_Frequently,819.9047619,Research & Development,2,1,Technical Degree,1,1646,1,Female,107.8822055,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3,28/11/2025
27,No,Travel_Rarely,1070.952381,Research & Development,8,3,Medical,1,1647,2,Female,140.914787,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,9/01/2026
27,No,Travel_Frequently,299.8571429,Research & Development,2,3,Medical,1,1648,4,Male,39.45488722,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,7/11/2025
40,Yes,Travel_Rarely,159,Research & Development,7,3,Life Sciences,1,1649,1,Male,20.92105263,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,18/11/2025
29,No,Travel_Rarely,1114.904762,Sales,10,3,Medical,1,1650,3,Male,146.697995,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,4/11/2025
36,No,Travel_Rarely,1085.333333,Research & Development,5,4,Life Sciences,1,1651,2,Female,142.8070175,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,23/11/2025
25,No,Travel_Frequently,236.8095238,Research & Development,2,1,Life Sciences,1,1653,4,Male,31.15914787,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,21/12/2025
39,No,Travel_Rarely,366.3333333,Research & Development,12,3,Medical,1,1654,4,Male,48.20175439,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,9/12/2025
49,No,Travel_Rarely,166.5714286,Research & Development,22,4,Other,1,1655,1,Female,21.91729323,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,25/12/2025
50,No,Travel_Rarely,1046.714286,Research & Development,17,5,Life Sciences,1,1656,4,Female,137.7255639,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,31/01/2026
20,No,Travel_Rarely,631,Sales,2,3,Medical,1,1657,3,Female,83.02631579,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,16/11/2025
34,No,Travel_Rarely,920.5714286,Research & Development,3,3,Life Sciences,1,1658,4,Female,121.1278195,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,21/12/2025
36,No,Travel_Rarely,521.4285714,Research & Development,7,3,Life Sciences,1,1659,1,Male,68.60902256,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,9/01/2026
49,No,Travel_Rarely,554.8571429,Research & Development,6,1,Life Sciences,1,1661,3,Female,73.0075188,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,16/01/2026
36,No,Non-Travel,733.8571429,Research & Development,1,4,Medical,1,1662,4,Female,96.56015038,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,1/01/2026
36,No,Travel_Rarely,1252.761905,Research & Development,3,2,Life Sciences,1,1664,4,Male,164.8370927,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,28/01/2026
54,No,Travel_Rarely,889.7619048,Research & Development,22,5,Medical,1,1665,2,Female,117.0739348,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,2/12/2025
43,No,Travel_Rarely,167.8571429,Research & Development,15,2,Life Sciences,1,1666,3,Male,22.08646617,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,4/12/2025
35,Yes,Travel_Frequently,495.9047619,Sales,12,4,Other,1,1667,4,Male,65.25062657,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,2/01/2026
38,No,Travel_Frequently,469.8571429,Research & Development,1,3,Life Sciences,1,1668,4,Male,61.82330827,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,5/02/2026
29,No,Travel_Rarely,159.8095238,Sales,5,3,Medical,1,1669,1,Male,21.02756892,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,21/11/2025
33,No,Travel_Rarely,186.7142857,Sales,2,4,Medical,1,1670,4,Male,24.56766917,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,24/11/2025
32,No,Travel_Rarely,1215.142857,Research & Development,2,3,Medical,1,1671,4,Male,159.887218,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,25/12/2025
31,No,Travel_Rarely,1075.666667,Sales,5,4,Life Sciences,1,1673,1,Female,141.5350877,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,16/12/2025
49,No,Travel_Rarely,1187.666667,Research & Development,16,3,Medical,1,1674,4,Female,156.2719298,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,16/12/2025
38,No,Travel_Frequently,1134.571429,Research & Development,2,3,Medical,1,1675,4,Female,149.2857143,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,14/01/2026
47,No,Travel_Rarely,1004.095238,Sales,2,4,Life Sciences,1,1676,2,Female,132.1177945,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,23/01/2026
49,No,Travel_Rarely,1065.904762,Research & Development,1,3,Life Sciences,1,1677,3,Male,140.2506266,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,18/11/2025
41,No,Travel_Rarely,551.952381,Sales,23,2,Life Sciences,1,1678,4,Male,72.62531328,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,22/01/2026
20,No,Travel_Rarely,1003.904762,Sales,9,1,Life Sciences,1,1680,4,Male,132.0927318,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,6/01/2026
33,No,Non-Travel,768.0952381,Sales,16,3,Life Sciences,1,1681,3,Female,101.0651629,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,12/12/2025
36,No,Travel_Rarely,353.2857143,Research & Development,26,4,Life Sciences,1,1682,1,Male,46.48496241,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,8/02/2026
44,No,Travel_Rarely,198.4285714,Human Resources,1,3,Life Sciences,1,1683,3,Female,26.10902256,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,7/01/2026
23,Yes,Travel_Rarely,980.2857143,Research & Development,8,1,Medical,1,1684,4,Male,128.9849624,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,24/11/2025
38,No,Travel_Rarely,1246.47619,Research & Development,4,2,Medical,1,1687,4,Female,164.0100251,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,5/01/2026
53,No,Travel_Rarely,164.6666667,Research & Development,24,4,Medical,1,1689,2,Male,21.66666667,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,23/01/2026
48,Yes,Travel_Frequently,559.047619,Sales,7,2,Medical,1,1691,4,Female,73.55889724,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,1/12/2025
32,Yes,Travel_Rarely,1183.428571,Research & Development,2,4,Life Sciences,1,1692,4,Male,155.7142857,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,10/01/2026
26,No,Non-Travel,567.8571429,Research & Development,7,3,Medical,1,1693,4,Male,74.71804511,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,25/01/2026
55,No,Travel_Rarely,1130.333333,Research & Development,22,3,Technical Degree,1,1694,1,Male,148.7280702,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,13/01/2026
34,No,Travel_Rarely,567.2380952,Research & Development,5,2,Medical,1,1696,2,Male,74.63659148,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,27/12/2025
60,No,Travel_Rarely,974.6190476,Research & Development,1,4,Medical,1,1697,3,Male,128.2393484,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,6/02/2026
33,No,Travel_Rarely,649.3809524,Research & Development,21,3,Medical,1,1698,2,Male,85.44486216,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,1/02/2026
37,No,Travel_Frequently,365.5714286,Sales,1,4,Medical,1,1700,3,Male,48.10150376,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,27/01/2026
34,No,Travel_Rarely,968.4761905,Research & Development,19,3,Life Sciences,1,1701,2,Female,127.4310777,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,3/02/2026
23,Yes,Travel_Rarely,1195.380952,Sales,7,3,Life Sciences,1,1702,3,Male,157.2869674,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,1/11/2025
44,No,Travel_Rarely,705.2380952,Research & Development,2,3,Life Sciences,1,1703,3,Female,92.79448622,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,8/02/2026
35,No,Travel_Frequently,665.2380952,Research & Development,2,4,Medical,1,1704,1,Male,87.53132832,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,14/12/2025
43,No,Travel_Rarely,289,Sales,2,3,Medical,1,1706,4,Male,38.02631579,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,10/11/2025
24,No,Travel_Rarely,838.8571429,Research & Development,9,3,Medical,1,1707,3,Male,110.3759398,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,11/11/2025
41,No,Travel_Rarely,755.6666667,Sales,6,3,Marketing,1,1708,4,Male,99.42982456,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,30/11/2025
29,No,Travel_Rarely,1210.095238,Research & Development,9,4,Medical,1,1709,4,Female,159.2230576,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,1/11/2025
36,No,Travel_Rarely,354.2380952,Sales,2,4,Life Sciences,1,1710,3,Female,46.61027569,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,7/12/2025
45,No,Non-Travel,161.6666667,Research & Development,1,1,Life Sciences,1,1712,3,Male,21.27192982,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,18/01/2026
24,Yes,Travel_Rarely,551.6666667,Human Resources,22,1,Human Resources,1,1714,4,Male,72.5877193,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,11/11/2025
47,Yes,Travel_Frequently,1150.666667,Sales,9,3,Life Sciences,1,1716,3,Male,151.4035088,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,3/11/2025
26,No,Travel_Rarely,296.047619,Research & Development,17,4,Medical,1,1718,4,Male,38.95363409,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,6/12/2025
45,No,Travel_Rarely,815.1904762,Research & Development,28,2,Technical Degree,1,1719,4,Female,107.2619048,2,4,Research Director,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,9/02/2026
32,No,Travel_Frequently,826.6666667,Research & Development,10,3,Life Sciences,1,1720,1,Male,108.7719298,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,2/02/2026
31,No,Travel_Rarely,862.047619,Research & Development,2,4,Life Sciences,1,1721,2,Male,113.4273183,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,4/11/2025
41,No,Non-Travel,990.1904762,Human Resources,4,3,Human Resources,1,1722,3,Male,130.2882206,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,18/01/2026
40,No,Travel_Rarely,240.047619,Research & Development,8,2,Life Sciences,1,1724,2,Female,31.58521303,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,20/11/2025
24,No,Travel_Rarely,172.4761905,Research & Development,29,1,Medical,1,1725,2,Male,22.69423559,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,19/01/2026
46,No,Travel_Rarely,461.7619048,Research & Development,13,4,Life Sciences,1,1727,3,Male,60.75814536,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,13/11/2025
35,No,Travel_Rarely,245.2857143,Research & Development,27,4,Life Sciences,1,1728,4,Male,32.27443609,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,29/11/2025
30,No,Travel_Rarely,181.4761905,Research & Development,16,1,Life Sciences,1,1729,2,Male,23.87844612,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,15/01/2026
47,No,Non-Travel,168.3809524,Sales,2,4,Marketing,1,1731,3,Male,22.15538847,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,10/02/2026
46,No,Travel_Rarely,266.4761905,Sales,2,3,Life Sciences,1,1732,3,Male,35.06265664,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,3/02/2026
36,Yes,Travel_Rarely,412.2857143,Sales,13,5,Marketing,1,1733,2,Male,54.2481203,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,2/12/2025
32,Yes,Travel_Rarely,578.4285714,Sales,1,2,Life Sciences,1,1734,1,Male,76.10902256,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,1/12/2025
23,No,Travel_Rarely,612.4761905,Research & Development,4,1,Medical,1,1735,3,Female,80.58897243,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,9/02/2026
31,No,Travel_Frequently,317.6190476,Research & Development,24,1,Technical Degree,1,1736,4,Female,41.79197995,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,7/02/2026
39,No,Non-Travel,428.047619,Research & Development,1,3,Life Sciences,1,1737,4,Male,56.32205514,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,29/01/2026
32,No,Travel_Rarely,182.8571429,Sales,19,3,Life Sciences,1,1739,4,Male,24.06015038,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,30/12/2025
40,No,Travel_Rarely,207.0952381,Sales,7,4,Medical,1,1740,2,Male,27.24937343,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,8/11/2025
45,No,Travel_Rarely,314.047619,Human Resources,4,3,Life Sciences,1,1744,3,Female,41.32205514,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,8/11/2025
30,No,Travel_Frequently,1258.428571,Research & Development,2,4,Technical Degree,1,1745,4,Female,165.5827068,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,25/12/2025
24,No,Travel_Frequently,99.85714286,Human Resources,10,3,Medical,1,1746,1,Male,13.13909774,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,30/12/2025
30,Yes,Travel_Frequently,463.4285714,Human Resources,8,3,Human Resources,1,1747,3,Female,60.97744361,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,3/02/2026
31,No,Travel_Rarely,997.2857143,Sales,5,3,Technical Degree,1,1749,1,Male,131.2218045,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,13/01/2026
27,No,Travel_Rarely,292.952381,Research & Development,8,3,Medical,1,1751,3,Female,38.54636591,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,9/12/2025
29,Yes,Travel_Rarely,696.6666667,Sales,9,3,Marketing,1,1752,2,Female,91.66666667,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,14/01/2026
29,No,Travel_Frequently,1098.095238,Research & Development,1,3,Life Sciences,1,1753,4,Male,144.4862155,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,26/11/2025
30,No,Travel_Rarely,147.047619,Sales,15,2,Marketing,1,1754,3,Male,19.34837093,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,9/02/2026
34,No,Travel_Rarely,266,Research & Development,2,4,Medical,1,1755,4,Male,35,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,28/01/2026
33,No,Non-Travel,509.3809524,Sales,2,3,Marketing,1,1756,4,Female,67.02380952,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,2/01/2026
49,No,Travel_Rarely,390.047619,Sales,11,4,Marketing,1,1757,4,Female,51.32205514,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,6/12/2025
33,Yes,Travel_Rarely,480.5714286,Sales,16,3,Life Sciences,1,1758,1,Female,63.23308271,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,2/01/2026
38,No,Travel_Frequently,760.1428571,Research & Development,2,2,Medical,1,1760,3,Female,100.018797,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,2/02/2026
31,Yes,Travel_Rarely,904.8571429,Sales,16,4,Marketing,1,1761,1,Male,119.0601504,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,24/11/2025
29,No,Travel_Rarely,476.5238095,Research & Development,4,3,Technical Degree,1,1762,4,Female,62.70050125,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,26/11/2025
30,No,Travel_Rarely,434.6666667,Research & Development,16,3,Life Sciences,1,1763,3,Male,57.19298246,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,2/11/2025
32,No,Non-Travel,841.6190476,Research & Development,5,4,Technical Degree,1,1764,2,Male,110.7393484,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,29/01/2026
38,No,Travel_Rarely,1168.52381,Research & Development,18,3,Medical,1,1766,2,Male,153.7531328,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,29/11/2025
43,Yes,Travel_Frequently,742.2380952,Research & Development,17,3,Technical Degree,1,1767,3,Male,97.66290727,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,2/12/2025
42,No,Travel_Rarely,426.2857143,Research & Development,12,3,Medical,1,1768,2,Male,56.09022556,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,30/01/2026
55,No,Travel_Rarely,943.0952381,Research & Development,2,3,Medical,1,1770,3,Male,124.0914787,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,11/11/2025
33,No,Non-Travel,294.952381,Research & Development,4,3,Technical Degree,1,1771,4,Male,38.80952381,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,16/11/2025
